"tripduration","starttime","stoptime","start station name","end station name"
786,"2018-03-01 20:07:48.4680","2018-03-01 20:20:54.7610","Broadway & W 41 St","E 15 St & 3 Ave"
2028,"2018-03-01 20:40:14.2420","2018-03-01 21:14:03.0450","Broadway & W 41 St","Broadway & W 58 St"
377,"2018-03-01 21:20:35.7700","2018-03-01 21:26:53.0280","Broadway & W 41 St","8 Ave & W 52 St"
243,"2018-03-01 22:42:46.3140","2018-03-01 22:46:49.7490","Broadway & W 41 St","Broadway & W 32 St"
303,"2018-03-02 07:16:38.8020","2018-03-02 07:21:42.1500","Broadway & W 41 St","W 49 St & 8 Ave"
292,"2018-03-02 07:17:28.1720","2018-03-02 07:22:20.4410","Broadway & W 41 St","W 37 St & 5 Ave"
754,"2018-03-02 07:52:56.1810","2018-03-02 08:05:31.1380","Broadway & W 41 St","E 55 St & 2 Ave"
936,"2018-03-02 08:59:51.1420","2018-03-02 09:15:27.2290","Broadway & W 41 St","FDR Drive & E 35 St"
341,"2018-03-02 10:53:33.2090","2018-03-02 10:59:14.8280","Broadway & W 41 St","W 43 St & 10 Ave"
130,"2018-03-02 15:05:56.3890","2018-03-02 15:08:06.9760","Broadway & W 41 St","W 41 St & 8 Ave"
234,"2018-03-02 16:24:14.3050","2018-03-02 16:28:08.6900","Broadway & W 41 St","Broadway & W 37 St"
225,"2018-03-02 16:37:58.1140","2018-03-02 16:41:43.1480","Broadway & W 41 St","W 33 St & 7 Ave"
731,"2018-03-02 16:56:19.1090","2018-03-02 17:08:30.9350","Broadway & W 41 St","Central Park West & W 68 St"
541,"2018-03-02 16:58:31.3380","2018-03-02 17:07:33.2800","Broadway & W 41 St","W 49 St & 8 Ave"
283,"2018-03-02 17:38:26.7000","2018-03-02 17:43:09.7960","Broadway & W 41 St","W 33 St & 7 Ave"
235,"2018-03-02 18:02:43.9170","2018-03-02 18:06:39.1700","Broadway & W 41 St","Pershing Square North"
1127,"2018-03-02 18:06:38.6430","2018-03-02 18:25:25.9040","Broadway & W 41 St","E 20 St & 2 Ave"
642,"2018-03-02 19:06:43.6130","2018-03-02 19:17:26.0810","Broadway & W 41 St","W 53 St & 10 Ave"
2413,"2018-03-02 19:19:26.2560","2018-03-02 19:59:39.7260","Broadway & W 41 St","W 45 St & 8 Ave"
539,"2018-03-02 19:56:40.0600","2018-03-02 20:05:39.6780","Broadway & W 41 St","E 24 St & Park Ave S"
229,"2018-03-02 20:13:46.8580","2018-03-02 20:17:35.8810","Broadway & W 41 St","6 Ave & W 33 St"
303,"2018-03-02 20:33:15.1900","2018-03-02 20:38:18.7140","Broadway & W 41 St","W 45 St & 8 Ave"
123,"2018-03-02 21:10:26.7950","2018-03-02 21:12:30.0650","Broadway & W 41 St","W 41 St & 8 Ave"
447,"2018-03-02 21:11:30.5800","2018-03-02 21:18:57.7910","Broadway & W 41 St","Broadway & W 58 St"
1147,"2018-03-02 21:45:53.8400","2018-03-02 22:05:01.5790","Broadway & W 41 St","3 Ave & E 72 St"
255,"2018-03-02 22:22:24.7160","2018-03-02 22:26:40.0170","Broadway & W 41 St","6 Ave & W 33 St"
207,"2018-03-02 22:34:26.8230","2018-03-02 22:37:54.7770","Broadway & W 41 St","W 45 St & 8 Ave"
213,"2018-03-02 23:57:55.0390","2018-03-03 00:01:28.2690","Broadway & W 41 St","W 33 St & 7 Ave"
586,"2018-03-03 02:11:03.8160","2018-03-03 02:20:50.6520","Broadway & W 41 St","E 55 St & 2 Ave"
894,"2018-03-03 04:20:03.7320","2018-03-03 04:34:58.0640","Broadway & W 41 St","Washington Pl & Broadway"
1768,"2018-03-03 08:22:42.2050","2018-03-03 08:52:10.7960","Broadway & W 41 St","Broadway & W 41 St"
169,"2018-03-03 08:34:16.5810","2018-03-03 08:37:05.7850","Broadway & W 41 St","6 Ave & W 33 St"
127,"2018-03-03 08:55:16.5020","2018-03-03 08:57:23.7470","Broadway & W 41 St","W 33 St & 7 Ave"
339,"2018-03-03 09:18:46.5230","2018-03-03 09:24:26.0240","Broadway & W 41 St","W 43 St & 10 Ave"
600,"2018-03-03 09:48:25.0930","2018-03-03 09:58:25.3250","Broadway & W 41 St","W 18 St & 6 Ave"
442,"2018-03-03 09:58:52.7470","2018-03-03 10:06:15.2350","Broadway & W 41 St","8 Ave & W 52 St"
688,"2018-03-03 10:00:24.2670","2018-03-03 10:11:52.6090","Broadway & W 41 St","W 20 St & 8 Ave"
261,"2018-03-03 10:05:59.4330","2018-03-03 10:10:20.5590","Broadway & W 41 St","W 37 St & 5 Ave"
736,"2018-03-03 10:35:45.7750","2018-03-03 10:48:02.5070","Broadway & W 41 St","E 16 St & Irving Pl"
298,"2018-03-03 10:49:46.2720","2018-03-03 10:54:44.5410","Broadway & W 41 St","E 39 St & 3 Ave"
242,"2018-03-03 11:10:15.3860","2018-03-03 11:14:18.2350","Broadway & W 41 St","W 37 St & 5 Ave"
708,"2018-03-03 11:12:20.2180","2018-03-03 11:24:08.2590","Broadway & W 41 St","Amsterdam Ave & W 66 St"
1055,"2018-03-03 11:44:21.3000","2018-03-03 12:01:56.6390","Broadway & W 41 St","Central Park S & 6 Ave"
1042,"2018-03-03 11:44:50.4540","2018-03-03 12:02:13.4410","Broadway & W 41 St","Central Park S & 6 Ave"
214,"2018-03-03 11:52:59.1960","2018-03-03 11:56:33.2690","Broadway & W 41 St","W 42 St & Dyer Ave"
281,"2018-03-03 11:55:45.9310","2018-03-03 12:00:27.5050","Broadway & W 41 St","W 43 St & 10 Ave"
465,"2018-03-03 12:33:20.9240","2018-03-03 12:41:06.0350","Broadway & W 41 St","W 43 St & 10 Ave"
479,"2018-03-03 12:44:12.3130","2018-03-03 12:52:11.9930","Broadway & W 41 St","W 20 St & 7 Ave"
507,"2018-03-03 12:59:11.8260","2018-03-03 13:07:39.3840","Broadway & W 41 St","Broadway & E 22 St"
155,"2018-03-03 13:24:24.1410","2018-03-03 13:26:59.5240","Broadway & W 41 St","Broadway & W 36 St"
344,"2018-03-03 13:32:12.9180","2018-03-03 13:37:57.2180","Broadway & W 41 St","W 42 St & Dyer Ave"
206,"2018-03-03 14:29:07.5390","2018-03-03 14:32:33.5660","Broadway & W 41 St","W 45 St & 6 Ave (OLD)"
239,"2018-03-03 14:40:35.7560","2018-03-03 14:44:35.2720","Broadway & W 41 St","W 42 St & Dyer Ave"
1435,"2018-03-03 14:44:01.0800","2018-03-03 15:07:56.3120","Broadway & W 41 St","W 63 St & Broadway"
2264,"2018-03-03 14:50:59.3000","2018-03-03 15:28:43.8510","Broadway & W 41 St","S 5 Pl & S 5 St"
665,"2018-03-03 15:29:03.2900","2018-03-03 15:40:08.4990","Broadway & W 41 St","Central Park S & 6 Ave"
535,"2018-03-03 15:31:14.3800","2018-03-03 15:40:10.3670","Broadway & W 41 St","Central Park S & 6 Ave"
657,"2018-03-03 15:31:14.6060","2018-03-03 15:42:11.7240","Broadway & W 41 St","Central Park S & 6 Ave"
221,"2018-03-03 15:35:37.4970","2018-03-03 15:39:18.7440","Broadway & W 41 St","Pershing Square North"
232,"2018-03-03 15:56:08.4800","2018-03-03 16:00:01.1360","Broadway & W 41 St","6 Ave & W 33 St"
420,"2018-03-03 16:10:21.8340","2018-03-03 16:17:22.7880","Broadway & W 41 St","11 Ave & W 41 St"
657,"2018-03-03 16:35:41.8770","2018-03-03 16:46:39.7090","Broadway & W 41 St","Broadway & E 22 St"
738,"2018-03-03 16:35:53.6970","2018-03-03 16:48:12.0940","Broadway & W 41 St","E 10 St & 5 Ave"
654,"2018-03-03 16:41:50.2730","2018-03-03 16:52:45.0640","Broadway & W 41 St","Broadway & E 22 St"
725,"2018-03-03 16:49:01.0660","2018-03-03 17:01:07.0170","Broadway & W 41 St","11 Ave & W 41 St"
379,"2018-03-03 16:54:57.5250","2018-03-03 17:01:17.5200","Broadway & W 41 St","11 Ave & W 41 St"
1529,"2018-03-03 17:05:49.9430","2018-03-03 17:31:19.7750","Broadway & W 41 St","E 4 St & 2 Ave"
1955,"2018-03-03 17:26:40.1940","2018-03-03 17:59:15.7700","Broadway & W 41 St","Broadway & W 41 St"
691,"2018-03-03 17:36:10.4400","2018-03-03 17:47:42.1190","Broadway & W 41 St","Lexington Ave & E 29 St"
246,"2018-03-03 18:00:22.5160","2018-03-03 18:04:28.9680","Broadway & W 41 St","Pershing Square North"
1055,"2018-03-03 18:05:21.7390","2018-03-03 18:22:57.5270","Broadway & W 41 St","E 51 St & Lexington Ave"
121,"2018-03-03 18:22:11.6650","2018-03-03 18:24:13.5680","Broadway & W 41 St","W 41 St & 8 Ave"
273,"2018-03-03 18:42:22.6150","2018-03-03 18:46:55.6850","Broadway & W 41 St","11 Ave & W 41 St"
498,"2018-03-03 18:55:12.5160","2018-03-03 19:03:30.7920","Broadway & W 41 St","E 39 St & 2 Ave"
283,"2018-03-03 19:00:01.7520","2018-03-03 19:04:45.4610","Broadway & W 41 St","W 42 St & Dyer Ave"
1801,"2018-03-03 20:01:22.1460","2018-03-03 20:31:23.2100","Broadway & W 41 St","Broadway & W 25 St"
139,"2018-03-03 20:07:30.3380","2018-03-03 20:09:49.4720","Broadway & W 41 St","W 41 St & 8 Ave"
587,"2018-03-03 20:22:11.1360","2018-03-03 20:31:58.4400","Broadway & W 41 St","W 37 St & 10 Ave"
967,"2018-03-03 20:57:07.5830","2018-03-03 21:13:15.3470","Broadway & W 41 St","E 20 St & 2 Ave"
1135,"2018-03-03 20:57:47.6840","2018-03-03 21:16:42.8610","Broadway & W 41 St","Stanton St & Chrystie St"
83,"2018-03-03 22:34:58.3420","2018-03-03 22:36:21.7840","Broadway & W 41 St","W 41 St & 8 Ave"
227,"2018-03-03 23:12:40.8230","2018-03-03 23:16:28.4770","Broadway & W 41 St","Broadway & W 32 St"
627,"2018-03-04 00:17:54.4610","2018-03-04 00:28:22.3620","Broadway & W 41 St","W 13 St & 5 Ave"
473,"2018-03-04 02:09:55.7150","2018-03-04 02:17:49.0090","Broadway & W 41 St","Broadway & W 36 St"
385,"2018-03-04 04:45:50.4810","2018-03-04 04:52:15.5500","Broadway & W 41 St","12 Ave & W 40 St"
201,"2018-03-04 07:37:32.3930","2018-03-04 07:40:54.1040","Broadway & W 41 St","W 42 St & Dyer Ave"
888,"2018-03-04 09:33:30.0270","2018-03-04 09:48:18.6150","Broadway & W 41 St","Lexington Ave & E 29 St"
899,"2018-03-04 09:33:30.4780","2018-03-04 09:48:29.6130","Broadway & W 41 St","Lexington Ave & E 29 St"
976,"2018-03-04 09:42:25.8740","2018-03-04 09:58:42.3840","Broadway & W 41 St","Broadway & E 14 St"
986,"2018-03-04 09:42:26.2420","2018-03-04 09:58:53.0290","Broadway & W 41 St","Broadway & E 14 St"
932,"2018-03-04 10:03:21.2670","2018-03-04 10:18:53.7460","Broadway & W 41 St","E 33 St & 2 Ave"
200,"2018-03-04 12:20:29.1560","2018-03-04 12:23:50.1410","Broadway & W 41 St","Broadway & W 36 St"
825,"2018-03-04 12:29:17.7810","2018-03-04 12:43:03.6730","Broadway & W 41 St","E 17 St & Broadway"
368,"2018-03-04 12:58:58.2000","2018-03-04 13:05:06.9630","Broadway & W 41 St","11 Ave & W 41 St"
523,"2018-03-04 13:00:01.6650","2018-03-04 13:08:44.9530","Broadway & W 41 St","Broadway & E 22 St"
152,"2018-03-04 13:15:53.2010","2018-03-04 13:18:25.8480","Broadway & W 41 St","Broadway & W 38 St"
232,"2018-03-04 13:19:53.4490","2018-03-04 13:23:45.6700","Broadway & W 41 St","9 Ave & W 45 St"
460,"2018-03-04 13:28:20.8930","2018-03-04 13:36:01.1740","Broadway & W 41 St","W 47 St & 10 Ave"
344,"2018-03-04 13:28:28.7630","2018-03-04 13:34:12.9340","Broadway & W 41 St","W 43 St & 10 Ave"
105,"2018-03-04 13:32:35.3360","2018-03-04 13:34:21.3110","Broadway & W 41 St","Broadway & W 36 St"
661,"2018-03-04 13:39:21.8680","2018-03-04 13:50:23.8090","Broadway & W 41 St","University Pl & E 14 St"
483,"2018-03-04 13:55:57.0510","2018-03-04 14:04:00.6800","Broadway & W 41 St","W 27 St & 7 Ave"
336,"2018-03-04 13:55:58.0100","2018-03-04 14:01:34.0900","Broadway & W 41 St","W 43 St & 10 Ave"
157,"2018-03-04 13:58:46.8260","2018-03-04 14:01:23.8390","Broadway & W 41 St","Broadway & W 36 St"
382,"2018-03-04 14:53:31.9220","2018-03-04 14:59:53.9390","Broadway & W 41 St","W 42 St & Dyer Ave"
1798,"2018-03-04 15:14:43.5600","2018-03-04 15:44:42.1600","Broadway & W 41 St","Division St & Bowery"
1534,"2018-03-04 15:20:45.4220","2018-03-04 15:46:19.6700","Broadway & W 41 St","Canal St & Rutgers St"
1165,"2018-03-04 15:30:19.5740","2018-03-04 15:49:44.9330","Broadway & W 41 St","Broadway & W 41 St"
411,"2018-03-04 15:37:28.1990","2018-03-04 15:44:19.9850","Broadway & W 41 St","Pershing Square North"
1309,"2018-03-04 15:37:28.4980","2018-03-04 15:59:17.9650","Broadway & W 41 St","Central Park S & 6 Ave"
1283,"2018-03-04 15:37:47.8230","2018-03-04 15:59:11.3420","Broadway & W 41 St","Central Park S & 6 Ave"
1138,"2018-03-04 15:55:24.4800","2018-03-04 16:14:23.1300","Broadway & W 41 St","Amsterdam Ave & W 79 St"
129,"2018-03-04 16:07:31.9400","2018-03-04 16:09:41.5160","Broadway & W 41 St","Broadway & W 36 St"
120,"2018-03-04 16:27:36.7850","2018-03-04 16:29:36.9610","Broadway & W 41 St","W 41 St & 8 Ave"
872,"2018-03-04 16:32:15.1030","2018-03-04 16:46:47.2220","Broadway & W 41 St","W 21 St & 6 Ave"
290,"2018-03-04 17:05:41.3730","2018-03-04 17:10:31.5880","Broadway & W 41 St","W 38 St & 8 Ave"
1391,"2018-03-04 17:08:53.6360","2018-03-04 17:32:05.5040","Broadway & W 41 St","MacDougal St & Prince St"
110,"2018-03-04 17:12:51.7420","2018-03-04 17:14:42.2850","Broadway & W 41 St","W 41 St & 8 Ave"
572,"2018-03-04 17:52:20.3430","2018-03-04 18:01:52.3560","Broadway & W 41 St","W 53 St & 10 Ave"
188,"2018-03-04 18:21:07.3570","2018-03-04 18:24:15.9920","Broadway & W 41 St","Broadway & W 32 St"
799,"2018-03-04 18:26:34.2290","2018-03-04 18:39:54.0900","Broadway & W 41 St","Lexington Ave & E 63 St"
760,"2018-03-04 18:31:29.7440","2018-03-04 18:44:10.5050","Broadway & W 41 St","Broadway & W 49 St"
510,"2018-03-04 18:51:46.5900","2018-03-04 19:00:16.6720","Broadway & W 41 St","W 46 St & 11 Ave"
280,"2018-03-04 20:01:04.1140","2018-03-04 20:05:44.6250","Broadway & W 41 St","E 35 St & 3 Ave"
2022,"2018-03-04 20:02:38.7310","2018-03-04 20:36:21.4780","Broadway & W 41 St","Pershing Square North"
365,"2018-03-04 20:11:09.3460","2018-03-04 20:17:15.1820","Broadway & W 41 St","W 43 St & 10 Ave"
274,"2018-03-04 20:15:22.1510","2018-03-04 20:19:57.0280","Broadway & W 41 St","W 42 St & Dyer Ave"
309,"2018-03-04 20:33:59.6730","2018-03-04 20:39:09.3380","Broadway & W 41 St","W 49 St & 8 Ave"
378,"2018-03-04 21:05:23.7340","2018-03-04 21:11:41.9710","Broadway & W 41 St","11 Ave & W 41 St"
444,"2018-03-04 21:24:56.3190","2018-03-04 21:32:20.6040","Broadway & W 41 St","W 43 St & 10 Ave"
363,"2018-03-04 21:40:57.2720","2018-03-04 21:47:00.3600","Broadway & W 41 St","E 35 St & 3 Ave"
226,"2018-03-04 22:12:07.1960","2018-03-04 22:15:54.0150","Broadway & W 41 St","6 Ave & W 33 St"
652,"2018-03-05 01:29:34.3790","2018-03-05 01:40:26.6840","Broadway & W 41 St","E 47 St & 1 Ave"
96,"2018-03-05 03:19:49.1560","2018-03-05 03:21:25.6890","Broadway & W 41 St","W 41 St & 8 Ave"
79,"2018-03-05 03:23:38.9990","2018-03-05 03:24:58.8030","Broadway & W 41 St","W 41 St & 8 Ave"
91,"2018-03-05 03:27:34.3170","2018-03-05 03:29:06.2900","Broadway & W 41 St","W 41 St & 8 Ave"
93,"2018-03-05 03:31:32.4330","2018-03-05 03:33:05.8700","Broadway & W 41 St","W 41 St & 8 Ave"
93,"2018-03-05 03:35:18.5230","2018-03-05 03:36:52.4320","Broadway & W 41 St","W 41 St & 8 Ave"
89,"2018-03-05 03:39:11.9920","2018-03-05 03:40:41.6120","Broadway & W 41 St","W 41 St & 8 Ave"
95,"2018-03-05 03:42:47.2860","2018-03-05 03:44:22.3720","Broadway & W 41 St","W 41 St & 8 Ave"
336,"2018-03-05 03:47:35.7510","2018-03-05 03:53:12.6890","Broadway & W 41 St","W 42 St & Dyer Ave"
439,"2018-03-05 06:23:34.8980","2018-03-05 06:30:54.4220","Broadway & W 41 St","E 39 St & 3 Ave"
512,"2018-03-05 06:23:43.8530","2018-03-05 06:32:16.6960","Broadway & W 41 St","E 17 St & Broadway"
497,"2018-03-05 06:23:44.3700","2018-03-05 06:32:01.4910","Broadway & W 41 St","E 33 St & 2 Ave"
570,"2018-03-05 06:23:49.0940","2018-03-05 06:33:19.4160","Broadway & W 41 St","FDR Drive & E 35 St"
544,"2018-03-05 06:26:09.2640","2018-03-05 06:35:13.8770","Broadway & W 41 St","E 33 St & 2 Ave"
116,"2018-03-05 06:26:40.2880","2018-03-05 06:28:36.7570","Broadway & W 41 St","Broadway & W 37 St"
294,"2018-03-05 06:27:53.6270","2018-03-05 06:32:47.8030","Broadway & W 41 St","W 52 St & 6 Ave"
288,"2018-03-05 06:30:55.0200","2018-03-05 06:35:43.4690","Broadway & W 41 St","E 32 St & Park Ave"
347,"2018-03-05 06:33:57.0390","2018-03-05 06:39:45.0280","Broadway & W 41 St","E 47 St & Park Ave"
374,"2018-03-05 06:35:29.1490","2018-03-05 06:41:43.9740","Broadway & W 41 St","W 55 St & 6 Ave"
455,"2018-03-05 06:50:35.2040","2018-03-05 06:58:10.7750","Broadway & W 41 St","E 47 St & 2 Ave"
506,"2018-03-05 06:54:33.9940","2018-03-05 07:03:00.3880","Broadway & W 41 St","E 24 St & Park Ave S"
928,"2018-03-05 07:14:05.6280","2018-03-05 07:29:34.0010","Broadway & W 41 St","MacDougal St & Washington Sq"
1886,"2018-03-05 07:28:36.0380","2018-03-05 08:00:02.8720","Broadway & W 41 St","N 12 St & Bedford Ave"
284,"2018-03-05 07:29:32.7980","2018-03-05 07:34:16.9260","Broadway & W 41 St","E 48 St & 5 Ave"
666,"2018-03-05 07:30:58.2150","2018-03-05 07:42:04.3230","Broadway & W 41 St","E 53 St & 3 Ave"
455,"2018-03-05 07:35:01.6310","2018-03-05 07:42:36.8720","Broadway & W 41 St","Lexington Ave & E 24 St"
270,"2018-03-05 07:40:17.8520","2018-03-05 07:44:48.7150","Broadway & W 41 St","E 41 St & Madison Ave"
259,"2018-03-05 07:41:17.5410","2018-03-05 07:45:37.0790","Broadway & W 41 St","Pershing Square North"
339,"2018-03-05 07:43:16.9630","2018-03-05 07:48:56.1950","Broadway & W 41 St","5 Ave & E 29 St"
293,"2018-03-05 07:50:33.8680","2018-03-05 07:55:27.8100","Broadway & W 41 St","Pershing Square North"
884,"2018-03-05 07:52:07.5170","2018-03-05 08:06:52.0650","Broadway & W 41 St","1 Ave & E 18 St"
367,"2018-03-05 07:53:58.8180","2018-03-05 08:00:06.4270","Broadway & W 41 St","Broadway & W 25 St"
324,"2018-03-05 08:01:00.4470","2018-03-05 08:06:25.4080","Broadway & W 41 St","Pershing Square South"
695,"2018-03-05 08:06:03.9730","2018-03-05 08:17:39.4120","Broadway & W 41 St","1 Ave & E 44 St"
375,"2018-03-05 08:14:42.6190","2018-03-05 08:20:58.0020","Broadway & W 41 St","Broadway & W 25 St"
454,"2018-03-05 08:15:48.6150","2018-03-05 08:23:23.0920","Broadway & W 41 St","E 24 St & Park Ave S"
247,"2018-03-05 08:27:43.6530","2018-03-05 08:31:51.0110","Broadway & W 41 St","Pershing Square North"
781,"2018-03-05 08:28:16.1120","2018-03-05 08:41:18.1070","Broadway & W 41 St","E 45 St & 3 Ave"
379,"2018-03-05 08:29:54.1140","2018-03-05 08:36:13.4450","Broadway & W 41 St","E 47 St & Park Ave"
847,"2018-03-05 08:30:58.3390","2018-03-05 08:45:06.2160","Broadway & W 41 St","W 13 St & 5 Ave"
583,"2018-03-05 08:31:02.6060","2018-03-05 08:40:46.5240","Broadway & W 41 St","Grand Army Plaza & Central Park S"
455,"2018-03-05 08:31:23.7010","2018-03-05 08:38:59.2680","Broadway & W 41 St","Pershing Square North"
201,"2018-03-05 08:32:27.6150","2018-03-05 08:35:48.8630","Broadway & W 41 St","E 41 St & Madison Ave"
486,"2018-03-05 08:35:28.4890","2018-03-05 08:43:35.4590","Broadway & W 41 St","E 47 St & Park Ave"
625,"2018-03-05 08:37:13.7140","2018-03-05 08:47:39.6240","Broadway & W 41 St","1 Ave & E 44 St"
648,"2018-03-05 08:37:13.8910","2018-03-05 08:48:02.6050","Broadway & W 41 St","E 53 St & 3 Ave"
373,"2018-03-05 08:42:02.5490","2018-03-05 08:48:15.9820","Broadway & W 41 St","E 48 St & 5 Ave"
433,"2018-03-05 08:42:03.5160","2018-03-05 08:49:16.8190","Broadway & W 41 St","12 Ave & W 40 St"
1114,"2018-03-05 08:44:34.0750","2018-03-05 09:03:08.8160","Broadway & W 41 St","West St & Chambers St"
549,"2018-03-05 08:45:55.4310","2018-03-05 08:55:05.2420","Broadway & W 41 St","E 48 St & 3 Ave"
293,"2018-03-05 08:46:14.5720","2018-03-05 08:51:08.4950","Broadway & W 41 St","Pershing Square North"
334,"2018-03-05 08:47:59.6010","2018-03-05 08:53:34.2610","Broadway & W 41 St","Pershing Square South"
488,"2018-03-05 08:50:56.6490","2018-03-05 08:59:04.7680","Broadway & W 41 St","E 47 St & Park Ave"
158,"2018-03-05 08:51:29.4850","2018-03-05 08:54:08.1680","Broadway & W 41 St","Broadway & W 36 St"
623,"2018-03-05 08:53:26.0320","2018-03-05 09:03:50.0240","Broadway & W 41 St","E 55 St & 3 Ave"
286,"2018-03-05 08:53:48.7270","2018-03-05 08:58:35.1070","Broadway & W 41 St","W 52 St & 6 Ave"
357,"2018-03-05 08:54:10.9390","2018-03-05 09:00:08.1360","Broadway & W 41 St","E 48 St & 5 Ave"
329,"2018-03-05 08:54:48.5770","2018-03-05 09:00:17.8570","Broadway & W 41 St","W 55 St & 6 Ave"
605,"2018-03-05 08:55:18.9020","2018-03-05 09:05:23.9850","Broadway & W 41 St","E 39 St & 3 Ave"
996,"2018-03-05 08:58:35.6780","2018-03-05 09:15:11.7050","Broadway & W 41 St","Broadway & W 25 St"
322,"2018-03-05 09:00:19.2500","2018-03-05 09:05:41.4020","Broadway & W 41 St","W 43 St & 10 Ave"
289,"2018-03-05 09:01:19.3230","2018-03-05 09:06:08.8210","Broadway & W 41 St","Pershing Square South"
729,"2018-03-05 09:01:46.9160","2018-03-05 09:13:56.0600","Broadway & W 41 St","E 17 St & Broadway"
608,"2018-03-05 09:01:44.0480","2018-03-05 09:11:52.4920","Broadway & W 41 St","Broadway & W 25 St"
715,"2018-03-05 09:04:53.4100","2018-03-05 09:16:48.6550","Broadway & W 41 St","FDR Drive & E 35 St"
562,"2018-03-05 09:05:50.5850","2018-03-05 09:15:12.8560","Broadway & W 41 St","Broadway & E 22 St"
363,"2018-03-05 09:06:51.8250","2018-03-05 09:12:54.9860","Broadway & W 41 St","W 52 St & 6 Ave"
190,"2018-03-05 09:10:23.1070","2018-03-05 09:13:34.0660","Broadway & W 41 St","W 44 St & 5 Ave"
365,"2018-03-05 09:24:48.9890","2018-03-05 09:30:54.4910","Broadway & W 41 St","Broadway & W 29 St"
503,"2018-03-05 09:25:25.4990","2018-03-05 09:33:48.7270","Broadway & W 41 St","E 32 St & Park Ave"
257,"2018-03-05 09:25:54.6810","2018-03-05 09:30:12.3960","Broadway & W 41 St","Pershing Square South"
228,"2018-03-05 09:26:33.3400","2018-03-05 09:30:21.7300","Broadway & W 41 St","E 48 St & 5 Ave"
382,"2018-03-05 09:35:30.6650","2018-03-05 09:41:52.8790","Broadway & W 41 St","Broadway & W 25 St"
358,"2018-03-05 09:38:32.0920","2018-03-05 09:44:30.3840","Broadway & W 41 St","E 32 St & Park Ave"
716,"2018-03-05 09:42:21.0670","2018-03-05 09:54:17.1410","Broadway & W 41 St","Lexington Ave & E 24 St"
532,"2018-03-05 09:43:02.5950","2018-03-05 09:51:55.5470","Broadway & W 41 St","1 Ave & E 44 St"
953,"2018-03-05 09:43:02.7920","2018-03-05 09:58:56.2860","Broadway & W 41 St","E 16 St & Irving Pl"
831,"2018-03-05 09:51:51.6220","2018-03-05 10:05:42.6500","Broadway & W 41 St","Lafayette St & E 8 St"
624,"2018-03-05 09:55:49.1590","2018-03-05 10:06:13.3230","Broadway & W 41 St","E 58 St & 3 Ave"
363,"2018-03-05 09:56:21.4740","2018-03-05 10:02:24.9620","Broadway & W 41 St","W 52 St & 5 Ave"
642,"2018-03-05 10:00:57.8730","2018-03-05 10:11:39.9310","Broadway & W 41 St","E 55 St & Lexington Ave"
658,"2018-03-05 10:03:57.6110","2018-03-05 10:14:56.3810","Broadway & W 41 St","W 53 St & 10 Ave"
150,"2018-03-05 10:05:10.0180","2018-03-05 10:07:40.9260","Broadway & W 41 St","W 43 St & 6 Ave"
306,"2018-03-05 10:05:45.6390","2018-03-05 10:10:52.4660","Broadway & W 41 St","Pershing Square South"
653,"2018-03-05 10:07:48.7970","2018-03-05 10:18:42.6900","Broadway & W 41 St","5 Ave & E 29 St"
490,"2018-03-05 10:18:52.2390","2018-03-05 10:27:02.9010","Broadway & W 41 St","E 47 St & Park Ave"
